,Config,Filename,Model,Name,Species,Citations
402,"['pair_style table spline 10000\n', 'pair_coeff 1 1 mie_Co-Co.table ENTRY\n', 'pair_coeff 2 2 mie_Cr-Cr.table ENTRY\n', 'pair_coeff 3 3 mie_Fe-Fe.table ENTRY\n', 'pair_coeff 4 4 mie_Mn-Mn.table ENTRY\n', 'pair_coeff 5 5 mie_Ni-Ni.table ENTRY\n', 'pair_coeff 1 2 mie_Co-Cr.table ENTRY\n', 'pair_coeff 1 3 mie_Co-Fe.table ENTRY\n', 'pair_coeff 1 4 mie_Co-Mn.table ENTRY\n', 'pair_coeff 1 5 mie_Co-Ni.table ENTRY\n', 'pair_coeff 2 3 mie_Cr-Fe.table ENTRY\n', 'pair_coeff 2 4 mie_Cr-Mn.table ENTRY\n', 'pair_coeff 2 5 mie_Cr-Ni.table ENTRY\n', 'pair_coeff 3 4 mie_Fe-Mn.table ENTRY\n', 'pair_coeff 3 5 mie_Fe-Ni.table ENTRY\n', 'pair_coeff 4 5 mie_Mn-Ni.table ENTRY\n']","['potential_LAMMPS/2020--Groger-R--Co-Cr-Fe-Mn-Ni--LAMMPS--ipr1/mie_Co-Co.table', 'potential_LAMMPS/2020--Groger-R--Co-Cr-Fe-Mn-Ni--LAMMPS--ipr1/mie_Cr-Cr.table', 'potential_LAMMPS/2020--Groger-R--Co-Cr-Fe-Mn-Ni--LAMMPS--ipr1/mie_Fe-Fe.table', 'potential_LAMMPS/2020--Groger-R--Co-Cr-Fe-Mn-Ni--LAMMPS--ipr1/mie_Mn-Mn.table', 'potential_LAMMPS/2020--Groger-R--Co-Cr-Fe-Mn-Ni--LAMMPS--ipr1/mie_Ni-Ni.table', 'potential_LAMMPS/2020--Groger-R--Co-Cr-Fe-Mn-Ni--LAMMPS--ipr1/mie_Co-Cr.table', 'potential_LAMMPS/2020--Groger-R--Co-Cr-Fe-Mn-Ni--LAMMPS--ipr1/mie_Co-Fe.table', 'potential_LAMMPS/2020--Groger-R--Co-Cr-Fe-Mn-Ni--LAMMPS--ipr1/mie_Co-Mn.table', 'potential_LAMMPS/2020--Groger-R--Co-Cr-Fe-Mn-Ni--LAMMPS--ipr1/mie_Co-Ni.table', 'potential_LAMMPS/2020--Groger-R--Co-Cr-Fe-Mn-Ni--LAMMPS--ipr1/mie_Cr-Fe.table', 'potential_LAMMPS/2020--Groger-R--Co-Cr-Fe-Mn-Ni--LAMMPS--ipr1/mie_Cr-Mn.table', 'potential_LAMMPS/2020--Groger-R--Co-Cr-Fe-Mn-Ni--LAMMPS--ipr1/mie_Cr-Ni.table', 'potential_LAMMPS/2020--Groger-R--Co-Cr-Fe-Mn-Ni--LAMMPS--ipr1/mie_Fe-Mn.table', 'potential_LAMMPS/2020--Groger-R--Co-Cr-Fe-Mn-Ni--LAMMPS--ipr1/mie_Fe-Ni.table', 'potential_LAMMPS/2020--Groger-R--Co-Cr-Fe-Mn-Ni--LAMMPS--ipr1/mie_Mn-Ni.table']",NISTiprpy,2020--Groger-R--Co-Cr-Fe-Mn-Ni--LAMMPS--ipr1,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']","[{'2020': {'title': 'Effective pair potential for random fcc CoCrFeMnNi alloys', 'journal': 'Modelling and Simulation in Materials Science and Engineering', 'volume': '28', 'pages': '075006', 'number': '7', 'doi': '10.1088/1361-651x/ab7f8b', 'publisher': 'IOP Publishing', 'url': 'https://doi.org/10.1088%2F1361-651x%2Fab7f8b', 'year': '2020', 'author': ['R Gröger', 'V Vitek', 'A Dlouhý']}}]"
403,"['pair_style meam\n', 'pair_coeff * * library.meam Pd C PdC.meam Pd C\n']","['potential_LAMMPS/2020--Jeong-G-U--Pd-C--LAMMPS--ipr1/library.meam', 'potential_LAMMPS/2020--Jeong-G-U--Pd-C--LAMMPS--ipr1/PdC.meam']",NISTiprpy,2020--Jeong-G-U--Pd-C--LAMMPS--ipr1,"['Pd', 'C']","[{'Jeong_2020': {'title': 'Interatomic potentials for Pt-C and Pd-C systems and a study of structure-adsorption relationship in large Pt/graphene system', 'journal': 'Computational Materials Science', 'volume': '185', 'pages': '109946', 'doi': '10.1016/j.commatsci.2020.109946', 'publisher': 'Elsevier BV', 'url': 'https://doi.org/10.1016%2Fj.commatsci.2020.109946', 'year': '2020', 'author': ['Ga-Un Jeong', 'Byeong-Joo Lee']}}]"
404,"['pair_style meam\n', 'pair_coeff * * library.meam Pt C PtC.meam Pt C\n']","['potential_LAMMPS/2020--Jeong-G-U--Pt-C--LAMMPS--ipr1/library.meam', 'potential_LAMMPS/2020--Jeong-G-U--Pt-C--LAMMPS--ipr1/PtC.meam']",NISTiprpy,2020--Jeong-G-U--Pt-C--LAMMPS--ipr1,"['Pt', 'C']","[{'Jeong_2020': {'title': 'Interatomic potentials for Pt-C and Pd-C systems and a study of structure-adsorption relationship in large Pt/graphene system', 'journal': 'Computational Materials Science', 'volume': '185', 'pages': '109946', 'doi': '10.1016/j.commatsci.2020.109946', 'publisher': 'Elsevier BV', 'url': 'https://doi.org/10.1016%2Fj.commatsci.2020.109946', 'year': '2020', 'author': ['Ga-Un Jeong', 'Byeong-Joo Lee']}}]"
405,"['pair_style meam\n', 'pair_coeff * * library.meam.0 Cu N Ti CuNTi.meam.0 Cu N Ti\n']","['potential_LAMMPS/2020--Miraz-A-S-M--Cu-N-Ti--LAMMPS--ipr1/library.meam.0', 'potential_LAMMPS/2020--Miraz-A-S-M--Cu-N-Ti--LAMMPS--ipr1/CuNTi.meam.0']",NISTiprpy,2020--Miraz-A-S-M--Cu-N-Ti--LAMMPS--ipr1,"['Cu', 'N', 'Ti']","[{'Miraz_2020': {'title': 'Development and application of interatomic potentials to study the stability and shear strength of Ti/TiN and Cu/TiN interfaces', 'journal': 'Materials & Design', 'volume': '196', 'pages': '109123', 'doi': '10.1016/j.matdes.2020.109123', 'publisher': 'Elsevier BV', 'url': 'https://doi.org/10.1016%2Fj.matdes.2020.109123', 'year': '2020', 'author': ['Abu Shama Mohammad Miraz', 'Nisha Dhariwal', 'W.J. Meng', 'Bala R. Ramachandran', 'Collin D. Wick']}}]"
406,"['pair_style aenet\n', 'pair_coeff * * v01 Fe **.10tw-10tw.ann Fe\n']",['potential_LAMMPS/2020--Mori-H--Fe--LAMMPS--ipr1/**.10tw-10tw.ann'],NISTiprpy,2020--Mori-H--Fe--LAMMPS--ipr1,['Fe'],"[{'Mori_2020': {'title': 'Neural network atomic potential to investigate the dislocation dynamics in bcc iron', 'journal': 'Physical Review Materials', 'volume': '4', 'pages': '040601', 'number': '4', 'doi': '10.1103/physrevmaterials.4.040601', 'publisher': 'American Physical Society (APS)', 'url': 'https://doi.org/10.1103%2Fphysrevmaterials.4.040601', 'year': '2020', 'author': ['Hideki Mori', 'Taisuke Ozaki']}}]"
407,"['pair_style meam\n', 'pair_coeff * * library.meam Co Ti CoTi.meam Co Ti\n']","['potential_LAMMPS/2020--Oh-S-H--Co-Ti--LAMMPS--ipr1/library.meam', 'potential_LAMMPS/2020--Oh-S-H--Co-Ti--LAMMPS--ipr1/CoTi.meam']",NISTiprpy,2020--Oh-S-H--Co-Ti--LAMMPS--ipr1,"['Co', 'Ti']","[{'Oh_2020': {'title': 'Second nearest-neighbor modified embedded-atom method interatomic potentials for the Co-M (M = Ti, V) binary systems', 'journal': 'Calphad', 'volume': '70', 'pages': '101791', 'doi': '10.1016/j.calphad.2020.101791', 'publisher': 'Elsevier BV', 'url': 'https://doi.org/10.1016%2Fj.calphad.2020.101791', 'year': '2020', 'author': ['Sang-Ho Oh', 'Donghyuk Seol', 'Byeong-Joo Lee']}}]"
408,"['pair_style meam\n', 'pair_coeff * * library.meam Co V CoV.meam Co V\n']","['potential_LAMMPS/2020--Oh-S-H--Co-V--LAMMPS--ipr1/library.meam', 'potential_LAMMPS/2020--Oh-S-H--Co-V--LAMMPS--ipr1/CoV.meam']",NISTiprpy,2020--Oh-S-H--Co-V--LAMMPS--ipr1,"['Co', 'V']","[{'Oh_2020': {'title': 'Second nearest-neighbor modified embedded-atom method interatomic potentials for the Co-M (M = Ti, V) binary systems', 'journal': 'Calphad', 'volume': '70', 'pages': '101791', 'doi': '10.1016/j.calphad.2020.101791', 'publisher': 'Elsevier BV', 'url': 'https://doi.org/10.1016%2Fj.calphad.2020.101791', 'year': '2020', 'author': ['Sang-Ho Oh', 'Donghyuk Seol', 'Byeong-Joo Lee']}}]"
409,"['pair_style pinn\n', 'pair_coeff * * Al_2020.pinn Al\n']",['potential_LAMMPS/2020--Purja-Pun-G-P--Al--LAMMPS--ipr1/Al_2020.pinn'],NISTiprpy,2020--Purja-Pun-G-P--Al--LAMMPS--ipr1,['Al'],"[{'Pun_2020': {'title': 'Development of a general-purpose machine-learning interatomic potential for aluminum by the physically informed neural network method', 'journal': 'Physical Review Materials', 'volume': '4', 'pages': '113807', 'number': '11', 'doi': '10.1103/physrevmaterials.4.113807', 'publisher': 'American Physical Society (APS)', 'url': 'https://doi.org/10.1103%2Fphysrevmaterials.4.113807', 'year': '2020', 'author': ['G. P. Purja Pun', 'V. Yamakov', 'J. Hickman', 'E. H. Glaessgen', 'Y. Mishin']}}, {'Pun_2019': {'title': 'Physically-informed artificial neural networks for atomistic modeling of materials', 'journal': 'Nature Communications', 'volume': '10', 'pages': '2339', 'number': '1', 'doi': '10.1038/s41467-019-10343-5', 'publisher': 'Springer Science and Business Media LLC', 'url': 'https://doi.org/10.1038%2Fs41467-019-10343-5', 'year': '2019', 'author': ['G. P. Purja Pun', 'R. Batra', 'R. Ramprasad', 'Y. Mishin']}}]"
410,"['pair_style adp\n', 'pair_coeff * * Si_Au_Al.adp.txt Si Au Al\n']",['potential_LAMMPS/2020--Starikov-S--Si-Au-Al--LAMMPS--ipr1/Si_Au_Al.adp.txt'],NISTiprpy,2020--Starikov-S--Si-Au-Al--LAMMPS--ipr1,"['Si', 'Au', 'Al']","[{'Starikov_2020': {'title': 'Optimized interatomic potential for study of structure and phase transitions in Si-Au and Si-Al systems', 'journal': 'Computational Materials Science', 'volume': '184', 'pages': '109891', 'doi': '10.1016/j.commatsci.2020.109891', 'publisher': 'Elsevier BV', 'url': 'https://doi.org/10.1016%2Fj.commatsci.2020.109891', 'year': '2020', 'author': ['S. Starikov', 'I. Gordeev', 'Y. Lysogorskiy', 'L. Kolotova', 'S. Makarov']}}]"
411,"['pair_style adp\n', 'pair_coeff * * Si_Au_Al.mod.txt Si Au Al\n']",['potential_LAMMPS/2020--Starikov-S--Si-Au-Al--LAMMPS--ipr2/Si_Au_Al.mod.txt'],NISTiprpy,2020--Starikov-S--Si-Au-Al--LAMMPS--ipr2,"['Si', 'Au', 'Al']","[{'Starikov_2020': {'title': 'Optimized interatomic potential for study of structure and phase transitions in Si-Au and Si-Al systems', 'journal': 'Computational Materials Science', 'volume': '184', 'pages': '109891', 'doi': '10.1016/j.commatsci.2020.109891', 'publisher': 'Elsevier BV', 'url': 'https://doi.org/10.1016%2Fj.commatsci.2020.109891', 'year': '2020', 'author': ['S. Starikov', 'I. Gordeev', 'Y. Lysogorskiy', 'L. Kolotova', 'S. Makarov']}}]"
412,"['pair_style vashishta\n', 'pair_coeff * * Ge40Se60.vashishta Ge Se\n']",['potential_LAMMPS/2020--Tavanti-F--Ge40Se60--LAMMPS--ipr1/Ge40Se60.vashishta'],NISTiprpy,2020--Tavanti-F--Ge40Se60--LAMMPS--ipr1,"['Ge', 'Se']","[{'Tavanti_2020': {'title': 'Hierarchical Short- and Medium-Range Order Structures in Amorphous Ge<sub>x</sub>Se<sub>1–x</sub> for Selectors Applications', 'journal': 'ACS Applied Electronic Materials', 'volume': '2', 'pages': '2961--2969', 'number': '9', 'doi': '10.1021/acsaelm.0c00581', 'publisher': 'American Chemical Society (ACS)', 'url': 'https://doi.org/10.1021%2Facsaelm.0c00581', 'year': '2020', 'author': ['Francesco Tavanti', 'Behnood Dianat', 'Alessandra Catellani', 'Arrigo Calzolari']}}]"
413,"['pair_style vashishta\n', 'pair_coeff * * Ge50Se50.vashishta Ge Se\n']",['potential_LAMMPS/2020--Tavanti-F--Ge50Se50--LAMMPS--ipr1/Ge50Se50.vashishta'],NISTiprpy,2020--Tavanti-F--Ge50Se50--LAMMPS--ipr1,"['Ge', 'Se']","[{'Tavanti_2020': {'title': 'Hierarchical Short- and Medium-Range Order Structures in Amorphous Ge<sub>x</sub>Se<sub>1–x</sub> for Selectors Applications', 'journal': 'ACS Applied Electronic Materials', 'volume': '2', 'pages': '2961--2969', 'number': '9', 'doi': '10.1021/acsaelm.0c00581', 'publisher': 'American Chemical Society (ACS)', 'url': 'https://doi.org/10.1021%2Facsaelm.0c00581', 'year': '2020', 'author': ['Francesco Tavanti', 'Behnood Dianat', 'Alessandra Catellani', 'Arrigo Calzolari']}}]"
414,"['pair_style vashishta\n', 'pair_coeff * * Ge60Se40.vashishta Ge Se\n']",['potential_LAMMPS/2020--Tavanti-F--Ge60Se40--LAMMPS--ipr1/Ge60Se40.vashishta'],NISTiprpy,2020--Tavanti-F--Ge60Se40--LAMMPS--ipr1,"['Ge', 'Se']","[{'Tavanti_2020': {'title': 'Hierarchical Short- and Medium-Range Order Structures in Amorphous Ge<sub>x</sub>Se<sub>1–x</sub> for Selectors Applications', 'journal': 'ACS Applied Electronic Materials', 'volume': '2', 'pages': '2961--2969', 'number': '9', 'doi': '10.1021/acsaelm.0c00581', 'publisher': 'American Chemical Society (ACS)', 'url': 'https://doi.org/10.1021%2Facsaelm.0c00581', 'year': '2020', 'author': ['Francesco Tavanti', 'Behnood Dianat', 'Alessandra Catellani', 'Arrigo Calzolari']}}]"
415,"['pair_style meam\n', 'pair_coeff * * library.meam Cu Co CuCo.meam Cu Co\n']","['potential_LAMMPS/2020--Wang-J--Cu-Co--LAMMPS--ipr1/library.meam', 'potential_LAMMPS/2020--Wang-J--Cu-Co--LAMMPS--ipr1/CuCo.meam']",NISTiprpy,2020--Wang-J--Cu-Co--LAMMPS--ipr1,"['Cu', 'Co']","[{'Wang_2020': {'title': 'Second-nearest-neighbor modified embedded-atom method interatomic potential for Cu-M (M = Co, Mo) binary systems', 'journal': 'Computational Materials Science', 'volume': '178', 'pages': '109627', 'doi': '10.1016/j.commatsci.2020.109627', 'publisher': 'Elsevier BV', 'url': 'https://doi.org/10.1016%2Fj.commatsci.2020.109627', 'year': '2020', 'author': ['Jaemin Wang', 'Sang-Ho Oh', 'Byeong-Joo Lee']}}]"
416,"['pair_style meam\n', 'pair_coeff * * library.meam Cu Mo CuMo.meam Cu Mo\n']","['potential_LAMMPS/2020--Wang-J--Cu-Mo--LAMMPS--ipr1/library.meam', 'potential_LAMMPS/2020--Wang-J--Cu-Mo--LAMMPS--ipr1/CuMo.meam']",NISTiprpy,2020--Wang-J--Cu-Mo--LAMMPS--ipr1,"['Cu', 'Mo']","[{'Wang_2020': {'title': 'Second-nearest-neighbor modified embedded-atom method interatomic potential for Cu-M (M = Co, Mo) binary systems', 'journal': 'Computational Materials Science', 'volume': '178', 'pages': '109627', 'doi': '10.1016/j.commatsci.2020.109627', 'publisher': 'Elsevier BV', 'url': 'https://doi.org/10.1016%2Fj.commatsci.2020.109627', 'year': '2020', 'author': ['Jaemin Wang', 'Sang-Ho Oh', 'Byeong-Joo Lee']}}]"
417,"['pair_style eam/fs\n', 'pair_coeff * * TaHfZrTi.eam.fs meta_TaHfZrTi\n']",['potential_LAMMPS/2020--Wang-P--meta-Ta-Hf-Zr-Ti--LAMMPS--ipr1/TaHfZrTi.eam.fs'],NISTiprpy,2020--Wang-P--meta-Ta-Hf-Zr-Ti--LAMMPS--ipr1,['meta_TaHfZrTi'],"[{'Wang_2020': {'title': 'Atomic deformation mechanism and interface toughening in metastable high entropy alloy', 'journal': 'Materials Today', 'volume': '37', 'pages': '64--73', 'doi': '10.1016/j.mattod.2020.02.017', 'publisher': 'Elsevier BV', 'url': 'https://doi.org/10.1016%2Fj.mattod.2020.02.017', 'year': '2020', 'author': ['Peng Wang', 'Yeqiang Bu', 'Jiabin Liu', 'Qianqian Li', 'Hongtao Wang', 'Wei Yang']}}]"
418,"['pair_style meam\n', 'pair_coeff * * library_CuC.meam Cu C CuC.meam Cu C\n']","['potential_LAMMPS/2021--Agrawal-A--Cu-C--LAMMPS--ipr1/library_CuC.meam', 'potential_LAMMPS/2021--Agrawal-A--Cu-C--LAMMPS--ipr1/CuC.meam']",NISTiprpy,2021--Agrawal-A--Cu-C--LAMMPS--ipr1,"['Cu', 'C']","[{'Agrawal_2021': {'title': 'Copper-Graphene Composites; Developing the MEAM Potential and Investigating their Mechanical Properties', 'journal': 'Computational Materials Science', 'volume': '188', 'pages': '110204', 'doi': '10.1016/j.commatsci.2020.110204', 'publisher': 'Elsevier BV', 'url': 'https://doi.org/10.1016%2Fj.commatsci.2020.110204', 'year': '2021', 'author': ['Arpit Agrawal', 'Reza Mirzaeifar']}}]"
419,"['pair_style eam/fs\n', 'pair_coeff * * WTaHe.eam.fs W Ta He\n']",['potential_LAMMPS/2021--Chen-Y--W-Ta-He--LAMMPS--ipr1/WTaHe.eam.fs'],NISTiprpy,2021--Chen-Y--W-Ta-He--LAMMPS--ipr1,"['W', 'Ta', 'He']","[{'Chen_2021': {'title': 'Energetics and diffusional properties of helium in W-Ta systems studied by a new ternary potential', 'journal': 'Journal of Nuclear Materials', 'volume': '549', 'pages': '152913', 'doi': '10.1016/j.jnucmat.2021.152913', 'publisher': 'Elsevier BV', 'url': 'https://doi.org/10.1016%2Fj.jnucmat.2021.152913', 'year': '2021', 'author': ['Yangchun Chen', 'Jingzhong Fang', 'Xichuan Liao', 'Ning Gao', 'Wangyu Hu', 'Hong-Bo Zhou', 'Huiqiu Deng']}}]"
420,"['pair_style eam/alloy\n', 'pair_coeff * * FeNiCrCoCu-with-ZBL.eam.alloy Fe Ni Cr Co Cu\n']",['potential_LAMMPS/2021--Deluigi-O-R--Fe-Ni-Cr-Co-Cu--LAMMPS--ipr1/FeNiCrCoCu-with-ZBL.eam.alloy'],NISTiprpy,2021--Deluigi-O-R--Fe-Ni-Cr-Co-Cu--LAMMPS--ipr1,"['Fe', 'Ni', 'Cr', 'Co', 'Cu']","[{'Deluigi_2021': {'title': 'Simulations of primary damage in a High Entropy Alloy: Probing enhanced radiation resistance', 'journal': 'Acta Materialia', 'volume': '213', 'pages': '116951', 'doi': '10.1016/j.actamat.2021.116951', 'publisher': 'Elsevier BV', 'url': 'https://doi.org/10.1016%2Fj.actamat.2021.116951', 'year': '2021', 'author': ['O.R. Deluigi', 'R.C. Pasianot', 'F.J. Valencia', 'A. Caro', 'D. Farkas', 'E.M. Bringa']}}]"
421,"['pair_style meam\n', 'pair_coeff * * library.meam Hf Nb Ta Ti Zr HfNbTaTiZr.meam Hf Nb Ta Ti Zr\n']","['potential_LAMMPS/2021--Huang-X--Hf-Nb-Ta-Ti-Zr--LAMMPS--ipr1/library.meam', 'potential_LAMMPS/2021--Huang-X--Hf-Nb-Ta-Ti-Zr--LAMMPS--ipr1/HfNbTaTiZr.meam']",NISTiprpy,2021--Huang-X--Hf-Nb-Ta-Ti-Zr--LAMMPS--ipr1,"['Hf', 'Nb', 'Ta', 'Ti', 'Zr']","[{'Huang_2021': {'title': 'Atomistic simulation of chemical short-range order in HfNbTaZr high entropy alloy based on a newly-developed interatomic potential', 'journal': 'Materials & Design', 'volume': '202', 'pages': '109560', 'doi': '10.1016/j.matdes.2021.109560', 'publisher': 'Elsevier BV', 'url': 'https://doi.org/10.1016%2Fj.matdes.2021.109560', 'year': '2021', 'author': ['Xiusong Huang', 'Lehua Liu', 'Xianbao Duan', 'Weibing Liao', 'Jianjun Huang', 'Huibin Sun', 'Chunyan Yu']}}]"
422,"['pair_style tersoff\n', 'pair_coeff * * TACBOP2.tersoff Ti Al C\n']",['potential_LAMMPS/2021--Plummer-G--Ti-Al-C--LAMMPS--ipr1/TACBOP2.tersoff'],NISTiprpy,2021--Plummer-G--Ti-Al-C--LAMMPS--ipr1,"['Ti', 'Al', 'C']","[{'Plummer_2021': {'title': 'On the origin of kinking in layered crystalline solids', 'journal': 'Materials Today', 'volume': '43', 'pages': '45--52', 'doi': '10.1016/j.mattod.2020.11.014', 'publisher': 'Elsevier BV', 'url': 'https://doi.org/10.1016%2Fj.mattod.2020.11.014', 'year': '2021', 'author': ['G. Plummer', 'H. Rathod', 'A. Srivastava', 'M. Radovic', 'T. Ouisse', 'M. Yildizhan', 'P.O.Å. Persson', 'K. Lambrinou', 'M.W. Barsoum', 'G.J. Tucker']}}]"
423,"['pair_style quip\n', 'pair_coeff * * gap.xml ""Potential xml_label=GAP_2020_2_11_0_18_44_47_601"" 8 72\n']",['potential_LAMMPS/2021--Sivaraman-G--Hf-O--LAMMPS--ipr1/gap.xml'],NISTiprpy,2021--Sivaraman-G--Hf-O--LAMMPS--ipr1,"['O', 'Hf']","[{'Sivaraman_2021': {'title': 'Experimentally Driven Automated Machine-Learned Interatomic Potential for a Refractory Oxide', 'journal': 'Physical Review Letters', 'volume': '126', 'pages': '156002', 'number': '15', 'doi': '10.1103/physrevlett.126.156002', 'publisher': 'American Physical Society (APS)', 'url': 'https://doi.org/10.1103%2Fphysrevlett.126.156002', 'year': '2021', 'author': ['Ganesh Sivaraman', 'Leighanne Gallington', 'Anand Narayanan Krishnamoorthy', 'Marius Stan', 'Gábor Csányi', 'Álvaro Vázquez-Mayagoitia', 'Chris\u2009J. Benmore']}}]"
424,"['pair_style quip\n', 'pair_coeff * * gap_LiCl.xml ""Potential xml_label=GAP_2020_12_9_-360_0_11_59_725"" 3 17\n']",['potential_LAMMPS/2021--Sivaraman-G--Li-Cl--LAMMPS--ipr1/gap_LiCl.xml'],NISTiprpy,2021--Sivaraman-G--Li-Cl--LAMMPS--ipr1,"['Li', 'Cl']","[{'Sivaraman_2021': {'title': 'Automated Development of Molten Salt Machine Learning Potentials: Application to LiCl', 'journal': 'The Journal of Physical Chemistry Letters', 'volume': '12', 'pages': '4278--4285', 'number': '17', 'doi': '10.1021/acs.jpclett.1c00901', 'publisher': 'American Chemical Society (ACS)', 'url': 'https://doi.org/10.1021%2Facs.jpclett.1c00901', 'year': '2021', 'author': ['Ganesh Sivaraman', 'Jicheng Guo', 'Logan Ward', 'Nathaniel Hoyt', 'Mark Williamson', 'Ian Foster', 'Chris Benmore', 'Nicholas Jackson']}}]"
425,"['pair_style eam/fs\n', 'pair_coeff * * v2_18_Al3Sm_2016.eam.fs Al Sm\n']",['potential_LAMMPS/2021--Song-H--Al-Sm--LAMMPS--ipr1/v2_18_Al3Sm_2016.eam.fs'],NISTiprpy,2021--Song-H--Al-Sm--LAMMPS--ipr1,"['Al', 'Sm']","[{'Song_2021': {'title': 'Molecular Dynamics Study of Mechanism of Solid-Liquid Interface Migration and Defect Formation in Al<sub>3</sub>Sm Alloy', 'journal': 'JOM', 'volume': '73', 'pages': '2312--2319', 'number': '8', 'doi': '10.1007/s11837-021-04733-8', 'publisher': 'Springer Science and Business Media LLC', 'url': 'https://doi.org/10.1007%2Fs11837-021-04733-8', 'year': '2021', 'author': ['H. Song', 'M. I. Mendelev']}}]"
426,"['pair_style adp\n', 'pair_coeff * * Fe_nmFe.2021.adp.alloy.txt Fe nmFe\n']",['potential_LAMMPS/2021--Starikov-S--Fe--LAMMPS--ipr1/Fe_nmFe.2021.adp.alloy.txt'],NISTiprpy,2021--Starikov-S--Fe--LAMMPS--ipr1,"['Fe', 'Fe']","[{'Starikov_2021': {'title': 'Angular-dependent interatomic potential for large-scale atomistic simulation of iron: Development and comprehensive comparison with existing interatomic models', 'journal': 'Physical Review Materials', 'volume': '5', 'pages': '063607', 'number': '6', 'doi': '10.1103/physrevmaterials.5.063607', 'publisher': 'American Physical Society (APS)', 'url': 'https://doi.org/10.1103%2Fphysrevmaterials.5.063607', 'year': '2021', 'author': ['Sergei Starikov', 'Daria Smirnova', 'Tapaswani Pradhan', 'Yury Lysogorskiy', 'Harry Chapman', 'Matous Mrovec', 'Ralf Drautz']}}]"
427,"['pair_style adp\n', 'pair_coeff * * Fe_nmFe.2021.mod.adp.txt Fe nmFe\n']",['potential_LAMMPS/2021--Starikov-S--Fe--LAMMPS--ipr2/Fe_nmFe.2021.mod.adp.txt'],NISTiprpy,2021--Starikov-S--Fe--LAMMPS--ipr2,"['Fe', 'Fe']","[{'Starikov_2021': {'title': 'Angular-dependent interatomic potential for large-scale atomistic simulation of iron: Development and comprehensive comparison with existing interatomic models', 'journal': 'Physical Review Materials', 'volume': '5', 'pages': '063607', 'number': '6', 'doi': '10.1103/physrevmaterials.5.063607', 'publisher': 'American Physical Society (APS)', 'url': 'https://doi.org/10.1103%2Fphysrevmaterials.5.063607', 'year': '2021', 'author': ['Sergei Starikov', 'Daria Smirnova', 'Tapaswani Pradhan', 'Yury Lysogorskiy', 'Harry Chapman', 'Matous Mrovec', 'Ralf Drautz']}}]"
428,"['pair_style adp\n', 'pair_coeff * * Zr_Nb.2021.adp.txt Zr Nb\n']",['potential_LAMMPS/2021--Starikov-S--Zr-Nb--LAMMPS--ipr1/Zr_Nb.2021.adp.txt'],NISTiprpy,2021--Starikov-S--Zr-Nb--LAMMPS--ipr1,"['Zr', 'Nb']","[{'Starikov_2021': {'title': 'Optimized interatomic potential for atomistic simulation of Zr-Nb alloy', 'journal': 'Computational Materials Science', 'volume': '197', 'pages': '110581', 'doi': '10.1016/j.commatsci.2021.110581', 'publisher': 'Elsevier BV', 'url': 'https://doi.org/10.1016%2Fj.commatsci.2021.110581', 'year': '2021', 'author': ['S. Starikov', 'D. Smirnova']}}]"
429,"['pair_style adp\n', 'pair_coeff * * AuRh.adp.txt Au Rh\n']",['potential_LAMMPS/2021--Wang-G--Au-Rh--LAMMPS--ipr1/AuRh.adp.txt'],NISTiprpy,2021--Wang-G--Au-Rh--LAMMPS--ipr1,"['Au', 'Rh']","[{'Wang_2021': {'title': 'ADP potential for the Au-Rh system and its application in element segregation of nanoparticles', 'journal': 'Computational Materials Science', 'volume': '186', 'pages': '110002', 'doi': '10.1016/j.commatsci.2020.110002', 'publisher': 'Elsevier BV', 'url': 'https://doi.org/10.1016%2Fj.commatsci.2020.110002', 'year': '2021', 'author': ['Gang Wang', 'Yishuang Xu', 'Ping Qian', 'Yanjing Su']}}]"
430,"['pair_style eam/fs\n', 'pair_coeff * * FeH_Wen.eam.fs Fe H\n']",['potential_LAMMPS/2021--Wen-M--Fe-H--LAMMPS--ipr1/FeH_Wen.eam.fs'],NISTiprpy,2021--Wen-M--Fe-H--LAMMPS--ipr1,"['Fe', 'H']","[{'Wen_2021': {'title': 'A new interatomic potential describing Fe-H and H-H interactions in bcc iron', 'journal': 'Computational Materials Science', 'volume': '197', 'pages': '110640', 'doi': '10.1016/j.commatsci.2021.110640', 'publisher': 'Elsevier BV', 'url': 'https://doi.org/10.1016%2Fj.commatsci.2021.110640', 'year': '2021', 'author': ['Mao Wen']}}]"
431,"['pair_style meam\n', 'pair_coeff * * Bi.library.meam Bi Bi.parameter.meam Bi\n']","['potential_LAMMPS/2021--Zhou-H--Bi--LAMMPS--ipr1/Bi.library.meam', 'potential_LAMMPS/2021--Zhou-H--Bi--LAMMPS--ipr1/Bi.parameter.meam']",NISTiprpy,2021--Zhou-H--Bi--LAMMPS--ipr1,['Bi'],"[{'Zhou_2021': {'title': 'A modified embedded-atom method interatomic potential for bismuth', 'journal': 'Modelling and Simulation in Materials Science and Engineering', 'volume': '29', 'pages': '065008', 'number': '6', 'doi': '10.1088/1361-651x/ac095c', 'publisher': 'IOP Publishing', 'url': 'https://doi.org/10.1088%2F1361-651x%2Fac095c', 'year': '2021', 'author': ['Henan Zhou', 'Doyl E Dickel', 'Michael I Baskes', 'Sungkwang Mun', 'M. Asle Zaeem']}}]"
